"","Tweets","Category"
"930","congrats manish youve won yourself an olalux ride please dm your full name phone number and email id luxanniversary","Positive"
"931","belated wedding anniversary ai and ritesh please dm your phone number amp email luxanniversary","Positive"
"932","thanks for the shoutout saliya were proud to be your backupplan in such a situation","Positive"
"933","welcome to the primelife gautham","Positive"
"934","hey priyanka please share a photo of your printed wedding invite luxanniversary","Positive"
"935","hey dhaval kindly ask your friend to share a photo of their printed invite with the ht luxanniversary","Positive"
"936","thanks santhosh and belated anniversary wishes please dm us your email id and phone number luxanniversary","Positive"
"937","hey kenny sorry to hear this not what we want people to remember bangalore by dm us your no and well check what went wrong","Negative"
"938","mumbai a big congrats to kunal jain the lucky winner of the ola to bali contest he wins an all expenses paid trip to bali","Positive"
"939","on popular demand luxanniversary contest has been extended till 10th dec is your wedding anniversary coming up in the next 4 days","Negative"
"940","hold on we may have something special coming next week too luxanniversary","Positive"
"941","please share a photo of their printed wedding invite more details here luxanniversary","Positive"
"942","olaoutstation ftw","Negative"
"943","contest ends tomorrow share an offbeat location in india with olaoutstationwithfab amp you could win 

details","Positive"
"944","bangalore open the ola app between 12pm amp 4pm today and tap on the sunburn icon to win free passes sunburnwithola","Positive"
"945","bangalore limited vip passes toare up for grabs more details coming soon staytuned sunburnwithola","Negative"
"946","bengaluruhave a great time at sunburnarena amp get back home safe withshuttlesunburnwithola","Positive"
"947","congratsyouve been selected as the winner of olaoutstationwithfab youve won yourself a 3d2n stay with","Positive"
"948","thanks anand welcome to the primelife","Positive"
"949","hey bangalore free passes to theup for grabs 
 to sta the contest sunburnwithola","Positive"
"950","bangalore tell us what you would trade for a free pass to thehappening today and you may win one sunburnwithola","Positive"
"951","you heard that right way faster than 30 want to challenge us to a delivery dare","Positive"
"952","challenge accepted well ensure the oneplus 3t reaches in 15mins else they get free oneplus merchandise deal oneplusoladash","Positive"
"953","congratsampyou have won passes to the
sunburnwithola","Positive"
"954","congratsampsunburnwithola you have won yourself couple passes to","Positive"
"955","you’re on let the rides begin we’ll even give out some exclusive merchandise for olaselect members oneplusoladash","Negative"
"956","hey folks ready to celebrate the new years eve in style withwe have something coming up staytuned olaoutstationwithfab","Positive"
"957","share an offbeat destination in india amp win a new years eve package fromdetailsolaoutstationwithfab","Positive"
"958","contest aleolaoutstationwithfab","Negative"
"959","bangalore delhi open the ola app amp tap the oneplus icon for a chance to preview the new oneplus 3t at your doorstep oneplusoladash","Positive"
"960","bangalore delhi paicipate in the 15 minute challenge to win exclusive oneplus merchandiseoneplusoladash","Positive"
"961","a breather from the bangalore rains booking myself a cab withtoday oneplusoladash","Negative"
"962","due to the calamity caused by cyclone vardah we are suspending peak pricing in chennai stay strong chennai
","Negative"
"963","thanks for letting us know pulkit well ensure that the driver paner is recognized amp rewarded olastar","Positive"
"964","thanks for the shout out bharat well ensure that your appreciation reaches mrsunil have a great day ahead","Positive"
"965","mumbai hyderabad open the ola app amp tap the oneplus icon for a chance to preview the new oneplus 3t at your doorstep oneplusoladash","Positive"
"966","delhi have friends or family that are celebrating their bihdays this month winvouchers details","Positive"
"967","keep trying vishal","Negative"
"968","exclusive sale on 1516 dec buy your first sharepassatre1
only limited passes up for grabs 
details","Negative"
"969","share an offbeat destination in india amp you could win staythis new years eve olaoutstationwithfab 
","Positive"
"970","happy anniversary you have won a olalux dm us your phone number amp address luxanniversary","Positive"
"971","exclusive sale has staed have you got your sharepassatre1","Negative"
"972","today and tomorrow buy share pass at just re1 share your rides at fixed fares sharepassatre1
more","Positive"
"973","pune kolkata open the ola app amp tap theicon for a chance to preview the new oneplus 3t at your doorstep oneplusoladash","Positive"
"974","it means 70 for twosharepassatre1","Negative"
"975","thanks to the incredible response weve increased the number of share passes grab yours at re1 now limited period offer sharepassatre1","Positive"
"976","pune kolkata paicipate in the 15 minute challenge to win exclusivemerchandise oneplusoladash
more","Positive"
"977","last 1000 passes up for grabs today hurry and get yours now 
sharepassatre1","Negative"
"978","and thank you for inspiring us to keep running and living the healthy life","Positive"
"979","sharepass sale over for today watch out for the sale to begin at midnight for day 2 sharepassatre1","Negative"
"980","thank youfor your suppo to the barefoot marathonolaoutstation bengaluru2coorg","Positive"
